text,mood,screen_hours,burnout_risk
routine kharab hai. Phone kam use krna hai.,Medium,4.59578899019297,41
routine is bad aur parhai ka bohot bhojh hai.,Medium,6.722305157003671,58
worried aur routine kharab hai.,Medium,7.380639796772101,64
so nahi pa raha sahi se. Behtar ho sakta hai.,Medium,6.171452734823925,45
guilty about phone aur preshan hoon kuxh baaton se.,Medium,6.279538854811487,40
work study balance. Need to focus.,Medium,7.777961001837319,53
guilty about phone. Slightly better.,Medium,7.7042110404136785,69
work study balance. Need to focus.,Medium,7.727316995809641,44
preshan hoon kuxh baaton se. Phone kam use krna hai.,Medium,7.039331342767564,61
tired today. Phone problem.,Medium,6.137087145099727,61
tired today aur thora stress ho raha hai.,Medium,7.670767171702972,41
phone bohot use kiya. Behtar ho sakta hai.,Medium,4.532720935426481,67
worried. Phone problem.,Medium,6.798324560382363,64
tired today aur routine kharab hai.,Medium,4.378422948040473,47
phone bohot use kiya. Phone kam use krna hai.,Medium,6.882490196381922,74
so nahi pa raha sahi se. Thora stress hai.,Medium,7.587492074920747,44
routine is bad aur routine kharab hai.,Medium,5.868078890224687,42
guilty about phone aur so nahi pa raha sahi se.,Medium,4.90815581590687,45
lazy aur phone bohot use kiya.,Medium,6.0323696800477045,65
aaj ka din theek tha. Phone kam use krna hai.,Medium,6.131586333828448,73
study stress. Need to focus.,Medium,4.964607931412282,42
routine kharab hai. Behtar ho sakta hai.,Medium,5.413477612467464,65
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,4.827168909093411,56
study stress aur parhai ka bohot bhojh hai.,Medium,7.975238415590205,68
scrolling habits. Need to focus.,Medium,4.819757460571925,70
scrolling habits. Slightly better.,Medium,5.957565010397325,70
work study balance aur preshan hoon kuxh baaton se.,Medium,5.974916951185304,47
so nahi pa raha sahi se. Phone kam use krna hai.,Medium,4.755569882219811,71
thora stress ho raha hai. Behtar ho sakta hai.,Medium,6.609708327316496,74
worried. Phone problem.,Medium,7.981804766430132,50
aaj ka din theek tha. Phone kam use krna hai.,Medium,6.693910235797407,51
scrolling habits. Need to focus.,Medium,4.460636442687169,43
aaj ka din theek tha. Thora stress hai.,Medium,7.1695503477991664,45
study stress. Slightly better.,Medium,5.98760546605593,51
lazy aur parhai ka bohot bhojh hai.,Medium,6.444303474933141,48
thora stress ho raha hai. Phone kam use krna hai.,Medium,7.7667607705637325,66
phone bohot use kiya. Thora stress hai.,Medium,6.414242620240708,44
routine kharab hai. Behtar ho sakta hai.,Medium,5.932172894593248,61
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,5.637014394693546,56
scrolling habits. Need to focus.,Medium,4.290030919224913,68
routine is bad aur preshan hoon kuxh baaton se.,Medium,4.366872652877828,47
lazy aur preshan hoon kuxh baaton se.,Medium,7.068178086832472,53
so nahi pa raha sahi se. Thora stress hai.,Medium,6.767957780052349,58
worried aur aaj ka din theek tha.,Medium,7.213768082958127,51
tired today. Need to focus.,Medium,4.385749753376869,68
routine is bad. Phone problem.,Medium,6.796431095489133,55
preshan hoon kuxh baaton se. Thora stress hai.,Medium,5.190830975550388,67
lazy. Need to focus.,Medium,7.3855548154003845,56
worried aur preshan hoon kuxh baaton se.,Medium,5.852166789667485,65
study stress. Phone problem.,Medium,5.241284869628034,48
study stress aur preshan hoon kuxh baaton se.,Medium,5.461051481003487,42
tired today aur phone bohot use kiya.,Medium,5.951936697027156,75
guilty about phone aur routine kharab hai.,Medium,5.087873956823467,46
so nahi pa raha sahi se. Phone kam use krna hai.,Medium,6.473651908287753,74
routine is bad aur parhai ka bohot bhojh hai.,Medium,7.04326138434924,64
tired today. Slightly better.,Medium,5.446810948376564,70
worried. Need to focus.,Medium,7.521813152441281,46
work study balance aur thora stress ho raha hai.,Medium,6.340040800011339,71
routine is bad aur routine kharab hai.,Medium,4.43015334175778,72
worried. Phone problem.,Medium,7.621719704679122,47
tired today. Phone problem.,Medium,7.233040652957339,61
routine kharab hai. Phone kam use krna hai.,Medium,5.445256128532737,50
thora stress ho raha hai. Phone kam use krna hai.,Medium,6.460954316480503,65
so nahi pa raha sahi se. Thora stress hai.,Medium,6.151693486314569,42
so nahi pa raha sahi se. Behtar ho sakta hai.,Medium,4.995164119327632,72
guilty about phone. Phone problem.,Medium,4.879050543899611,59
work study balance. Slightly better.,Medium,6.70095037650761,69
aaj ka din theek tha. Thora stress hai.,Medium,7.732209174664165,70
worried aur thora stress ho raha hai.,Medium,4.856064756221973,58
tired today. Need to focus.,Medium,5.976205217454199,66
routine is bad aur preshan hoon kuxh baaton se.,Medium,6.788513699190123,73
so nahi pa raha sahi se. Behtar ho sakta hai.,Medium,5.839130751464754,68
worried. Need to focus.,Medium,7.320508764113567,40
lazy. Need to focus.,Medium,4.887269324499478,73
parhai ka bohot bhojh hai. Behtar ho sakta hai.,Medium,6.701607724076796,66
aaj ka din theek tha. Phone kam use krna hai.,Medium,5.584975234224032,54
worried aur preshan hoon kuxh baaton se.,Medium,5.33094277241789,59
worried. Slightly better.,Medium,6.734158724292895,68
tired today aur routine kharab hai.,Medium,7.478130502149466,75
study stress. Phone problem.,Medium,4.858597304320002,66
aaj ka din theek tha. Phone kam use krna hai.,Medium,5.473567376729059,60
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,7.036316391900301,40
thora stress ho raha hai. Behtar ho sakta hai.,Medium,6.560501798507462,42
worried aur parhai ka bohot bhojh hai.,Medium,5.33883276787495,72
lazy. Phone problem.,Medium,7.728019496579802,74
parhai ka bohot bhojh hai. Thora stress hai.,Medium,4.3076327234158,41
tired today. Phone problem.,Medium,4.62959155280649,69
phone bohot use kiya. Thora stress hai.,Medium,6.718641132029674,63
routine is bad aur thora stress ho raha hai.,Medium,4.118375173405868,42
scrolling habits aur aaj ka din theek tha.,Medium,6.454495361092944,44
work study balance aur phone bohot use kiya.,Medium,6.15403421757744,51
aaj ka din theek tha. Thora stress hai.,Medium,6.442200855873304,46
study stress. Need to focus.,Medium,4.938220960920031,58
study stress aur phone bohot use kiya.,Medium,5.448394513650147,67
routine kharab hai. Behtar ho sakta hai.,Medium,6.919339198811918,61
guilty about phone aur thora stress ho raha hai.,Medium,6.98389580933863,47
aaj ka din theek tha. Thora stress hai.,Medium,7.352398182457069,42
lazy. Slightly better.,Medium,5.702735336949776,48
routine is bad aur thora stress ho raha hai.,Medium,7.746133899690722,62
work study balance aur aaj ka din theek tha.,Medium,4.826553303945539,64
worried aur phone bohot use kiya.,Medium,5.112884154773981,75
lazy aur phone bohot use kiya.,Medium,4.896061313161955,51
guilty about phone aur preshan hoon kuxh baaton se.,Medium,4.689407495409017,68
aaj ka din theek tha. Phone kam use krna hai.,Medium,7.165366112388275,54
tired today aur aaj ka din theek tha.,Medium,4.180278921947652,50
routine kharab hai. Thora stress hai.,Medium,4.9143163354008195,53
so nahi pa raha sahi se. Thora stress hai.,Medium,7.317766766034564,46
tired today aur so nahi pa raha sahi se.,Medium,6.555167868354342,69
lazy. Slightly better.,Medium,7.432842559374606,63
aaj ka din theek tha. Behtar ho sakta hai.,Medium,7.887497610720544,66
worried aur thora stress ho raha hai.,Medium,5.696934506137113,64
routine is bad aur phone bohot use kiya.,Medium,6.651777451158312,62
routine is bad aur preshan hoon kuxh baaton se.,Medium,5.1599629834523935,52
routine is bad aur routine kharab hai.,Medium,5.547258210920413,61
worried. Slightly better.,Medium,4.819526623686566,41
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,7.222179936161029,58
aaj ka din theek tha. Thora stress hai.,Medium,4.328995739939882,51
routine is bad aur routine kharab hai.,Medium,4.754517565493003,42
study stress aur preshan hoon kuxh baaton se.,Medium,6.688423303241029,42
phone bohot use kiya. Behtar ho sakta hai.,Medium,6.592702676645612,58
routine kharab hai. Thora stress hai.,Medium,4.000335949846573,69
routine is bad. Phone problem.,Medium,5.181827363448743,59
scrolling habits aur so nahi pa raha sahi se.,Medium,6.546514941158177,55
work study balance aur aaj ka din theek tha.,Medium,6.8973754166207035,58
parhai ka bohot bhojh hai. Behtar ho sakta hai.,Medium,7.1416656794439,66
thora stress ho raha hai. Behtar ho sakta hai.,Medium,5.9479416398910345,50
tired today. Need to focus.,Medium,6.126397626191289,55
tired today. Phone problem.,Medium,4.224376542127269,50
lazy. Phone problem.,Medium,4.073990841592093,45
preshan hoon kuxh baaton se. Behtar ho sakta hai.,Medium,7.818878339545556,67
study stress. Need to focus.,Medium,4.4404721636737285,41
scrolling habits aur thora stress ho raha hai.,Medium,4.99936343489549,68
routine kharab hai. Phone kam use krna hai.,Medium,4.76700001562447,52
aaj ka din theek tha. Behtar ho sakta hai.,Medium,7.582024633859904,68
routine is bad aur parhai ka bohot bhojh hai.,Medium,6.768578406967499,51
routine is bad. Need to focus.,Medium,6.699261876881719,48
study stress aur preshan hoon kuxh baaton se.,Medium,6.12487501595351,68
aaj ka din theek tha. Thora stress hai.,Medium,4.343622555937605,59
lazy. Need to focus.,Medium,4.090320170225175,58
guilty about phone. Slightly better.,Medium,7.092887210127734,41
routine kharab hai. Phone kam use krna hai.,Medium,4.828687140550107,62
work study balance. Phone problem.,Medium,5.2674464084561645,67
routine is bad aur phone bohot use kiya.,Medium,7.9695473537703005,66
guilty about phone aur aaj ka din theek tha.,Medium,6.82304547669786,51
study stress aur so nahi pa raha sahi se.,Medium,4.409669101883514,56
so nahi pa raha sahi se. Thora stress hai.,Medium,7.112974095457574,45
routine is bad. Phone problem.,Medium,5.4064951688445895,66
preshan hoon kuxh baaton se. Phone kam use krna hai.,Medium,4.132212077866266,74
preshan hoon kuxh baaton se. Behtar ho sakta hai.,Medium,5.190681448148466,63
routine is bad. Slightly better.,Medium,5.197496746285033,64
preshan hoon kuxh baaton se. Phone kam use krna hai.,Medium,7.529792529683688,46
aaj ka din theek tha. Thora stress hai.,Medium,5.828951649062242,46
routine kharab hai. Behtar ho sakta hai.,Medium,6.719997164126296,60
aaj ka din theek tha. Phone kam use krna hai.,Medium,6.007257809322843,66
tired today aur preshan hoon kuxh baaton se.,Medium,7.515922036927513,40
lazy. Phone problem.,Medium,7.687014843427681,74
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,7.639535666383523,57
worried. Need to focus.,Medium,5.041708585308919,71
preshan hoon kuxh baaton se. Thora stress hai.,Medium,5.0699879225121975,73
guilty about phone. Phone problem.,Medium,5.555613516865234,55
work study balance. Need to focus.,Medium,7.445965385155436,71
study stress. Need to focus.,Medium,5.456617244514868,65
routine kharab hai. Behtar ho sakta hai.,Medium,5.3160191866833255,52
scrolling habits. Slightly better.,Medium,5.119638565633197,67
routine is bad aur preshan hoon kuxh baaton se.,Medium,6.622517400907854,71
guilty about phone aur routine kharab hai.,Medium,4.603471621985606,67
routine kharab hai. Behtar ho sakta hai.,Medium,4.503348524935275,57
so nahi pa raha sahi se. Thora stress hai.,Medium,6.748997454704263,50
tired today aur thora stress ho raha hai.,Medium,7.15926856503312,57
lazy. Phone problem.,Medium,6.865842013744503,69
scrolling habits aur so nahi pa raha sahi se.,Medium,7.079905339148263,73
work study balance. Need to focus.,Medium,4.7227583409254414,61
work study balance. Need to focus.,Medium,7.0589286524390396,52
routine kharab hai. Behtar ho sakta hai.,Medium,4.057909058773977,71
lazy. Phone problem.,Medium,7.884129360132828,63
preshan hoon kuxh baaton se. Phone kam use krna hai.,Medium,5.586016298160953,45
aaj ka din theek tha. Phone kam use krna hai.,Medium,4.635669237219194,51
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,6.036468626876831,56
tired today aur routine kharab hai.,Medium,7.599689716962487,52
preshan hoon kuxh baaton se. Phone kam use krna hai.,Medium,5.361872643111205,42
preshan hoon kuxh baaton se. Phone kam use krna hai.,Medium,7.144483804465106,56
thora stress ho raha hai. Behtar ho sakta hai.,Medium,7.0104279731373715,44
scrolling habits. Slightly better.,Medium,6.385281608140435,45
scrolling habits. Phone problem.,Medium,7.046612913160841,61
study stress. Slightly better.,Medium,5.990275771552492,62
tired today aur thora stress ho raha hai.,Medium,4.756951797461511,47
work study balance aur so nahi pa raha sahi se.,Medium,7.156557457474424,50
guilty about phone aur routine kharab hai.,Medium,4.581138922588856,59
worried aur preshan hoon kuxh baaton se.,Medium,5.399449980201972,54
guilty about phone. Phone problem.,Medium,6.393761185863429,70
so nahi pa raha sahi se. Phone kam use krna hai.,Medium,7.073577576268201,54
thora stress ho raha hai. Phone kam use krna hai.,Medium,4.492497915888846,62
work study balance aur aaj ka din theek tha.,Medium,5.488825038129184,55
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,6.1664735055624025,68
tired today. Slightly better.,Medium,6.843600942096873,40
study stress aur aaj ka din theek tha.,Medium,5.673485963902585,53
work study balance aur routine kharab hai.,Medium,5.56817785137083,42
lazy aur parhai ka bohot bhojh hai.,Medium,7.227311078432251,65
routine is bad. Phone problem.,Medium,7.201497575025135,47
lazy. Phone problem.,Medium,6.8854031418403405,61
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,4.011949049546498,62
aaj ka din theek tha. Thora stress hai.,Medium,5.4877517653051395,43
tired today aur preshan hoon kuxh baaton se.,Medium,5.154769625947953,44
thora stress ho raha hai. Behtar ho sakta hai.,Medium,6.030350755079995,71
worried. Phone problem.,Medium,6.722890848020176,43
scrolling habits aur parhai ka bohot bhojh hai.,Medium,4.431601601253627,66
parhai ka bohot bhojh hai. Behtar ho sakta hai.,Medium,5.507926716862637,40
tired today. Phone problem.,Medium,6.496918636457226,70
lazy aur preshan hoon kuxh baaton se.,Medium,6.78523898278303,40
worried. Slightly better.,Medium,4.992109517400591,43
preshan hoon kuxh baaton se. Thora stress hai.,Medium,7.817660364320007,48
phone bohot use kiya. Phone kam use krna hai.,Medium,7.070825602779537,64
study stress. Slightly better.,Medium,5.916626860053159,60
scrolling habits. Need to focus.,Medium,5.74961955936568,66
preshan hoon kuxh baaton se. Thora stress hai.,Medium,4.506407253682701,53
thora stress ho raha hai. Behtar ho sakta hai.,Medium,7.858243794672395,50
scrolling habits. Slightly better.,Medium,7.84569024915443,70
tired today. Need to focus.,Medium,7.977747099116218,56
study stress aur parhai ka bohot bhojh hai.,Medium,4.136947784504137,50
tired today aur routine kharab hai.,Medium,6.975051444877358,74
guilty about phone. Slightly better.,Medium,6.011874032274884,53
worried. Slightly better.,Medium,5.550359444383092,75
routine is bad aur routine kharab hai.,Medium,5.1367126858042855,66
so nahi pa raha sahi se. Behtar ho sakta hai.,Medium,7.313602688036785,45
study stress. Phone problem.,Medium,7.506137946028687,62
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,4.514269109899539,50
routine kharab hai. Phone kam use krna hai.,Medium,6.967180598576324,49
aaj ka din theek tha. Behtar ho sakta hai.,Medium,7.752756703781727,40
scrolling habits aur routine kharab hai.,Medium,6.301647688895743,57
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,7.8553492962343014,50
guilty about phone aur aaj ka din theek tha.,Medium,5.2648097459448016,60
tired today. Slightly better.,Medium,4.188485808721541,70
aaj ka din theek tha. Phone kam use krna hai.,Medium,7.799680366003264,67
lazy aur routine kharab hai.,Medium,4.429233944841181,46
routine is bad aur aaj ka din theek tha.,Medium,5.856714993390071,47
so nahi pa raha sahi se. Phone kam use krna hai.,Medium,5.3566770622977575,46
worried aur routine kharab hai.,Medium,4.927701700170015,71
phone bohot use kiya. Phone kam use krna hai.,Medium,7.318654019504256,42
scrolling habits aur routine kharab hai.,Medium,6.861831950562436,70
scrolling habits. Need to focus.,Medium,4.497107595036047,44
parhai ka bohot bhojh hai. Behtar ho sakta hai.,Medium,6.667567745231724,67
parhai ka bohot bhojh hai. Thora stress hai.,Medium,4.301725951909139,41
guilty about phone. Phone problem.,Medium,6.6099885501505815,43
scrolling habits aur so nahi pa raha sahi se.,Medium,7.146027131788573,63
so nahi pa raha sahi se. Phone kam use krna hai.,Medium,6.1598762992219145,69
lazy. Phone problem.,Medium,6.933957727247098,60
lazy. Slightly better.,Medium,7.708149321201304,63
study stress. Phone problem.,Medium,7.791233128688356,65
preshan hoon kuxh baaton se. Phone kam use krna hai.,Medium,4.1088061307666255,40
tired today aur preshan hoon kuxh baaton se.,Medium,4.52014206826082,67
study stress. Slightly better.,Medium,5.0358925901294125,60
worried. Slightly better.,Medium,6.025752962304064,72
worried. Slightly better.,Medium,6.209086401997426,44
scrolling habits aur phone bohot use kiya.,Medium,6.599782436155781,71
tired today aur aaj ka din theek tha.,Medium,7.129526388193256,73
routine is bad. Slightly better.,Medium,6.738590613602954,56
parhai ka bohot bhojh hai. Behtar ho sakta hai.,Medium,5.240251497720085,44
aaj ka din theek tha. Thora stress hai.,Medium,4.062060009135523,41
work study balance. Phone problem.,Medium,6.028811918856354,41
worried. Phone problem.,Medium,6.467204970448539,66
thora stress ho raha hai. Thora stress hai.,Medium,4.948213431478176,51
phone bohot use kiya. Phone kam use krna hai.,Medium,5.681128453998721,52
work study balance. Phone problem.,Medium,6.568316548373552,63
scrolling habits aur parhai ka bohot bhojh hai.,Medium,5.774185262990231,51
thora stress ho raha hai. Phone kam use krna hai.,Medium,4.213626919004684,74
routine is bad. Phone problem.,Medium,7.56615640097411,51
phone bohot use kiya. Behtar ho sakta hai.,Medium,5.195969793754125,57
tired today. Slightly better.,Medium,7.083609721920255,43
preshan hoon kuxh baaton se. Phone kam use krna hai.,Medium,7.954163158421561,64
worried. Slightly better.,Medium,5.423791901893463,57
phone bohot use kiya. Behtar ho sakta hai.,Medium,5.8808971570772375,52
lazy. Need to focus.,Medium,4.688848603042949,47
guilty about phone. Need to focus.,Medium,4.340568470677297,59
scrolling habits aur thora stress ho raha hai.,Medium,7.962076114683459,42
tired today. Phone problem.,Medium,4.127626473822476,46
tired today aur parhai ka bohot bhojh hai.,Medium,6.168936550456058,44
parhai ka bohot bhojh hai. Behtar ho sakta hai.,Medium,4.954068056709685,59
study stress aur so nahi pa raha sahi se.,Medium,6.306986149800145,50
tired today aur thora stress ho raha hai.,Medium,4.148208205403768,44
study stress aur phone bohot use kiya.,Medium,5.424014575364183,55
worried. Phone problem.,Medium,4.4474749992615905,69
thora stress ho raha hai. Behtar ho sakta hai.,Medium,4.207705603706103,51
study stress. Slightly better.,Medium,4.145803188494745,44
lazy aur so nahi pa raha sahi se.,Medium,4.660964292676107,68
so nahi pa raha sahi se. Behtar ho sakta hai.,Medium,6.762344831210131,62
tired today. Phone problem.,Medium,5.299755076353371,41
guilty about phone aur routine kharab hai.,Medium,6.376745636650865,57
tired today aur so nahi pa raha sahi se.,Medium,4.006799838686685,59
guilty about phone aur phone bohot use kiya.,Medium,5.715883200003663,59
lazy. Slightly better.,Medium,7.403481592651655,56
preshan hoon kuxh baaton se. Thora stress hai.,Medium,4.912630434254764,72
guilty about phone aur preshan hoon kuxh baaton se.,Medium,7.482339391654468,61
phone bohot use kiya. Phone kam use krna hai.,Medium,6.798906223004875,41
work study balance aur preshan hoon kuxh baaton se.,Medium,4.076353761115445,40
guilty about phone. Phone problem.,Medium,6.343792907536242,48
routine is bad aur routine kharab hai.,Medium,6.58363324313022,68
guilty about phone. Phone problem.,Medium,6.4752198639525105,51
preshan hoon kuxh baaton se. Phone kam use krna hai.,Medium,5.742662455309679,66
tired today. Phone problem.,Medium,6.018159844328419,75
work study balance. Need to focus.,Medium,7.693422004414465,52
routine is bad aur so nahi pa raha sahi se.,Medium,7.900155645982723,75
tired today aur routine kharab hai.,Medium,4.14356091175188,60
thora stress ho raha hai. Thora stress hai.,Medium,5.334720288859021,48
routine is bad aur routine kharab hai.,Medium,7.341163123856067,49
guilty about phone aur preshan hoon kuxh baaton se.,Medium,5.855037176680668,45
preshan hoon kuxh baaton se. Thora stress hai.,Medium,7.91320718154741,46
lazy aur routine kharab hai.,Medium,4.02582357156168,58
tired today aur routine kharab hai.,Medium,5.536859783133467,45
routine kharab hai. Behtar ho sakta hai.,Medium,5.50613370219043,46
routine kharab hai. Phone kam use krna hai.,Medium,6.8853534239597725,58
scrolling habits aur aaj ka din theek tha.,Medium,7.503697847882802,69
tired today. Phone problem.,Medium,5.154117045352509,66
phone bohot use kiya. Phone kam use krna hai.,Medium,4.6581651138940074,52
lazy aur so nahi pa raha sahi se.,Medium,6.585478578838321,70
thora stress ho raha hai. Thora stress hai.,Medium,4.915414630305348,58
guilty about phone aur phone bohot use kiya.,Medium,5.515664123558886,42
phone bohot use kiya. Thora stress hai.,Medium,7.90102683874528,71
tired today. Phone problem.,Medium,4.371737769610615,43
guilty about phone. Slightly better.,Medium,7.298156328145386,45
phone bohot use kiya. Behtar ho sakta hai.,Medium,7.42712716340177,48
work study balance aur thora stress ho raha hai.,Medium,7.88400248042765,59
work study balance aur routine kharab hai.,Medium,6.143137551890398,51
routine kharab hai. Phone kam use krna hai.,Medium,7.829783410306629,49
parhai ka bohot bhojh hai. Thora stress hai.,Medium,5.638536823807987,53
study stress. Slightly better.,Medium,4.8879025844703765,68
so nahi pa raha sahi se. Behtar ho sakta hai.,Medium,5.924298937035635,52
lazy aur aaj ka din theek tha.,Medium,7.533030163104016,44
lazy. Need to focus.,Medium,5.569344704168577,67
guilty about phone aur thora stress ho raha hai.,Medium,7.464817350872151,63
worried. Slightly better.,Medium,5.623250291142922,45
lazy. Slightly better.,Medium,7.01901011271309,74
phone bohot use kiya. Phone kam use krna hai.,Medium,4.80803636443743,44
routine is bad aur so nahi pa raha sahi se.,Medium,4.879622237876629,53
tired today. Phone problem.,Medium,6.026993579229605,61
scrolling habits. Need to focus.,Medium,6.578566834461598,63
lazy aur preshan hoon kuxh baaton se.,Medium,5.103795577329123,42
aaj ka din theek tha. Thora stress hai.,Medium,7.379212864557642,64
tired today. Need to focus.,Medium,5.6553701969756505,64
lazy aur routine kharab hai.,Medium,5.686591799711605,75
tired today. Slightly better.,Medium,4.836222408323998,40
guilty about phone aur thora stress ho raha hai.,Medium,4.683217293929875,63
routine is bad. Need to focus.,Medium,6.220580591618829,68
study stress aur phone bohot use kiya.,Medium,7.346107402768961,62
routine is bad aur aaj ka din theek tha.,Medium,7.520726913209067,68
phone bohot use kiya. Phone kam use krna hai.,Medium,6.4159140293114465,46
guilty about phone. Phone problem.,Medium,7.7761055096755065,44
scrolling habits aur preshan hoon kuxh baaton se.,Medium,4.925930180888862,48
phone bohot use kiya. Phone kam use krna hai.,Medium,6.705881963989219,72
tired today aur routine kharab hai.,Medium,4.931925580857173,53
parhai ka bohot bhojh hai. Behtar ho sakta hai.,Medium,6.884818552593001,60
worried aur so nahi pa raha sahi se.,Medium,4.5674579862169935,47
lazy aur thora stress ho raha hai.,Medium,6.742490905429786,65
scrolling habits. Need to focus.,Medium,5.235776585488066,59
routine is bad aur parhai ka bohot bhojh hai.,Medium,7.8587700145379635,54
study stress. Phone problem.,Medium,4.31920531687426,68
phone bohot use kiya. Phone kam use krna hai.,Medium,5.421701936290168,63
work study balance. Need to focus.,Medium,7.233657141586711,61
study stress. Need to focus.,Medium,7.209902000605404,54
work study balance. Slightly better.,Medium,6.780380542933026,53
routine is bad. Phone problem.,Medium,5.09262700541566,65
worried. Phone problem.,Medium,7.353318925863578,73
guilty about phone. Need to focus.,Medium,6.5957181589669505,57
worried aur so nahi pa raha sahi se.,Medium,4.4976716524984885,47
routine kharab hai. Phone kam use krna hai.,Medium,7.9398544056159714,57
work study balance aur parhai ka bohot bhojh hai.,Medium,6.087060511304475,71
tired today. Slightly better.,Medium,7.641358172573812,68
work study balance. Slightly better.,Medium,5.9417186290213095,74
scrolling habits. Slightly better.,Medium,4.760104821360265,59
guilty about phone. Phone problem.,Medium,4.574290316670188,57
routine is bad aur routine kharab hai.,Medium,6.101600054705782,42
so nahi pa raha sahi se. Behtar ho sakta hai.,Medium,7.121834518516119,54
guilty about phone. Slightly better.,Medium,7.611287340826139,69
tired today. Phone problem.,Medium,6.370743814476654,57
tired today aur aaj ka din theek tha.,Medium,6.301221090910563,75
worried. Slightly better.,Medium,5.090574032536675,58
preshan hoon kuxh baaton se. Phone kam use krna hai.,Medium,4.698810535876191,61
routine is bad. Phone problem.,Medium,4.611150397497566,43
guilty about phone aur so nahi pa raha sahi se.,Medium,5.165655866510567,40
aaj ka din theek tha. Thora stress hai.,Medium,7.18526113361386,50
scrolling habits aur aaj ka din theek tha.,Medium,5.962356137212042,43
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,6.671917142956138,41
guilty about phone aur parhai ka bohot bhojh hai.,Medium,7.804073780138728,49
routine is bad. Slightly better.,Medium,7.523590479073424,70
preshan hoon kuxh baaton se. Behtar ho sakta hai.,Medium,7.011927899068992,54
scrolling habits. Need to focus.,Medium,5.743129864434317,61
guilty about phone aur parhai ka bohot bhojh hai.,Medium,7.485270033352841,55
work study balance. Phone problem.,Medium,4.054398865838755,63
worried. Slightly better.,Medium,5.082843696336142,60
scrolling habits aur thora stress ho raha hai.,Medium,7.030265875703073,73
so nahi pa raha sahi se. Phone kam use krna hai.,Medium,6.863003205532882,63
thora stress ho raha hai. Behtar ho sakta hai.,Medium,5.956261926565653,72
work study balance aur phone bohot use kiya.,Medium,6.375986425346906,62
study stress aur thora stress ho raha hai.,Medium,6.494391062620549,66
lazy. Phone problem.,Medium,7.1265562228611,56
worried. Phone problem.,Medium,7.9823229714515715,40
worried aur so nahi pa raha sahi se.,Medium,4.141003659920914,45
phone bohot use kiya. Phone kam use krna hai.,Medium,7.405956271813241,60
routine is bad. Slightly better.,Medium,7.97715125149065,74
parhai ka bohot bhojh hai. Phone kam use krna hai.,Medium,6.42783877560834,73
lazy. Phone problem.,Medium,4.526227013674948,66
scrolling habits. Phone problem.,Medium,7.804654346615001,49
phone bohot use kiya. Behtar ho sakta hai.,Medium,5.528513538886038,75
scrolling habits aur phone bohot use kiya.,Medium,6.04377923810144,75
so nahi pa raha sahi se. Thora stress hai.,Medium,6.656116155365915,53
lazy aur routine kharab hai.,Medium,4.170167618119622,53
routine kharab hai. Thora stress hai.,Medium,4.281350475852891,71
aaj ka din theek tha. Phone kam use krna hai.,Medium,7.254309595179876,46
worried aur thora stress ho raha hai.,Medium,7.345999657953672,69
study stress aur routine kharab hai.,Medium,5.475396389358728,74
preshan hoon kuxh baaton se. Behtar ho sakta hai.,Medium,6.599653343222607,53
thora stress ho raha hai. Thora stress hai.,Medium,6.8813097601298185,56
phone bohot use kiya. Behtar ho sakta hai.,Medium,7.465873858304498,44
work study balance aur routine kharab hai.,Medium,5.854804716792462,42
routine is bad aur parhai ka bohot bhojh hai.,Medium,7.355325254498526,66
scrolling habits. Slightly better.,Medium,6.879566822885939,53
work study balance aur routine kharab hai.,Medium,5.028337724357801,73
study stress. Phone problem.,Medium,7.4695349227653685,68
scrolling habits aur preshan hoon kuxh baaton se.,Medium,5.004658140405416,67
guilty about phone. Slightly better.,Medium,6.331456151112748,53
guilty about phone. Slightly better.,Medium,7.45171880027417,57
worried. Phone problem.,Medium,6.359312691786396,47
lazy aur phone bohot use kiya.,Medium,6.01277929066209,61
tired today. Slightly better.,Medium,5.276187417433514,61
work study balance. Slightly better.,Medium,6.411349833570073,43
thora stress ho raha hai. Phone kam use krna hai.,Medium,7.702058669289389,42
work study balance. Phone problem.,Medium,6.016239075333,67
phone bohot use kiya. Phone kam use krna hai.,Medium,6.879086077382162,73
worried. Need to focus.,Medium,6.059386347308913,45
so nahi pa raha sahi se. Behtar ho sakta hai.,Medium,6.497134563435404,70
study stress aur parhai ka bohot bhojh hai.,Medium,5.229548497803517,74
study stress aur parhai ka bohot bhojh hai.,Medium,5.162833145494414,74
lazy aur preshan hoon kuxh baaton se.,Medium,6.977795992482529,66
work study balance. Phone problem.,Medium,4.49405711379374,46
study stress aur thora stress ho raha hai.,Medium,5.684911015821749,70
guilty about phone aur routine kharab hai.,Medium,4.61969066765432,53
